"year","state","party","candidate_name","poll_date","weeks_left","days_left","before_convention","avg_poll"
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-10-16,3,23,FALSE,48.1108522222222
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-10-25,2,14,FALSE,49.46603
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-10-26,2,13,FALSE,49.855855
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-10-28,2,11,FALSE,49.879985
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-10-30,1,9,FALSE,50.28839
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-10-31,1,8,FALSE,50.40037
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-11-01,1,7,FALSE,50.64088
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-11-02,1,6,FALSE,51.01691
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-11-03,1,5,FALSE,51.35386
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-11-04,1,4,FALSE,51.21382
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-11-06,0,2,FALSE,51.75444
2016,"New Jersey","democrat","Hillary Rodham Clinton",2016-11-07,0,1,FALSE,51.68812
2016,"New Jersey","republican","Donald Trump",2016-02-28,36,254,TRUE,38.2346602777778
2016,"New Jersey","republican","Donald Trump",2016-04-08,31,214,TRUE,38.2206984210526
2016,"New Jersey","republican","Donald Trump",2016-05-16,25,176,TRUE,39.2567433333333
2016,"New Jersey","republican","Donald Trump",2016-05-22,24,170,TRUE,39.295912
2016,"New Jersey","republican","Donald Trump",2016-05-27,24,165,TRUE,37.7594742857143
2016,"New Jersey","republican","Donald Trump",2016-06-03,23,158,TRUE,36.77166
2016,"New Jersey","republican","Donald Trump",2016-06-26,19,135,TRUE,35.9593465671642
2016,"New Jersey","republican","Donald Trump",2016-09-01,10,68,FALSE,36.7408275
2016,"New Jersey","republican","Donald Trump",2016-09-05,9,64,FALSE,38.242218
2016,"New Jersey","republican","Donald Trump",2016-09-10,8,59,FALSE,37.2533478947368
2016,"New Jersey","republican","Donald Trump",2016-09-29,6,40,FALSE,37.6053188235294
2016,"New Jersey","republican","Donald Trump",2016-10-16,3,23,FALSE,37.2032166666667
2016,"New Jersey","republican","Donald Trump",2016-10-25,2,14,FALSE,36.51632
2016,"New Jersey","republican","Donald Trump",2016-10-26,2,13,FALSE,36.179625
2016,"New Jersey","republican","Donald Trump",2016-10-28,2,11,FALSE,35.9543
2016,"New Jersey","republican","Donald Trump",2016-10-30,1,9,FALSE,35.7546
2016,"New Jersey","republican","Donald Trump",2016-10-31,1,8,FALSE,35.90802
2016,"New Jersey","republican","Donald Trump",2016-11-01,1,7,FALSE,36.03579
2016,"New Jersey","republican","Donald Trump",2016-11-02,1,6,FALSE,37.65964
2016,"New Jersey","republican","Donald Trump",2016-11-03,1,5,FALSE,37.56212
2016,"New Jersey","republican","Donald Trump",2016-11-04,1,4,FALSE,37.6275
2016,"New Jersey","republican","Donald Trump",2016-11-06,0,2,FALSE,37.67927
2016,"New Jersey","republican","Donald Trump",2016-11-07,0,1,FALSE,37.7098
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-05-15,25,177,TRUE,41.0551065306122
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-08-21,11,79,TRUE,40.6943354545455
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-09-01,10,68,FALSE,39.88069875
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-09-25,6,44,FALSE,40.583055
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-09-29,6,40,FALSE,39.23484
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-10-02,5,37,FALSE,40.7791644444444
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-10-11,4,28,FALSE,42.0294046153846
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-10-24,2,15,FALSE,42.508545
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-10-28,2,11,FALSE,42.710135
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-10-30,1,9,FALSE,43.11052
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-10-31,1,8,FALSE,43.038
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-11-01,1,7,FALSE,41.87673
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-11-02,1,6,FALSE,43.6622766666667
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-11-03,1,5,FALSE,43.83454
2016,"New Mexico","democrat","Hillary Rodham Clinton",2016-11-06,0,2,FALSE,43.87154
2016,"New Mexico","republican","Donald Trump",2016-05-15,25,177,TRUE,32.7383801020408
2016,"New Mexico","republican","Donald Trump",2016-08-21,11,79,FALSE,32.1142863636364
2016,"New Mexico","republican","Donald Trump",2016-09-01,10,68,FALSE,31.8074816666667
2016,"New Mexico","republican","Donald Trump",2016-09-25,6,44,FALSE,33.4333375
2016,"New Mexico","republican","Donald Trump",2016-09-29,6,40,FALSE,32.7258966666667
2016,"New Mexico","republican","Donald Trump",2016-10-02,5,37,FALSE,32.5648511111111
2016,"New Mexico","republican","Donald Trump",2016-10-11,4,28,FALSE,33.2610815384615
2016,"New Mexico","republican","Donald Trump",2016-10-24,2,15,FALSE,34.857382
2016,"New Mexico","republican","Donald Trump",2016-10-28,2,11,FALSE,34.96699
2016,"New Mexico","republican","Donald Trump",2016-10-30,1,9,FALSE,34.7409
2016,"New Mexico","republican","Donald Trump",2016-10-31,1,8,FALSE,34.93155
2016,"New Mexico","republican","Donald Trump",2016-11-01,1,7,FALSE,34.37978
2016,"New Mexico","republican","Donald Trump",2016-11-02,1,6,FALSE,37.0644925
2016,"New Mexico","republican","Donald Trump",2016-11-06,0,2,FALSE,38.77769
2016,"New York","democrat","Hillary Rodham Clinton",2016-03-03,36,250,TRUE,57.7203815384615
2016,"New York","democrat","Hillary Rodham Clinton",2016-03-16,34,237,TRUE,56.4953130769231
2016,"New York","democrat","Hillary Rodham Clinton",2016-03-29,32,224,TRUE,55.3272533333333
2016,"New York","democrat","Hillary Rodham Clinton",2016-04-07,31,215,TRUE,54.4144666666667
2016,"New York","democrat","Hillary Rodham Clinton",2016-04-10,30,212,TRUE,55.5088228571429
2016,"New York","democrat","Hillary Rodham Clinton",2016-04-17,29,205,TRUE,55.538964
2016,"New York","democrat","Hillary Rodham Clinton",2016-04-27,28,195,TRUE,55.6932437931034
2016,"New York","democrat","Hillary Rodham Clinton",2016-05-26,24,166,TRUE,54.9897045454545
2016,"New York","democrat","Hillary Rodham Clinton",2016-06-28,19,133,TRUE,55.2521815789474
2016,"New York","democrat","Hillary Rodham Clinton",2016-07-17,16,114,TRUE,53.887335
2016,"New York","democrat","Hillary Rodham Clinton",2016-08-08,13,92,TRUE,53.42976
2016,"New York","democrat","Hillary Rodham Clinton",2016-08-10,13,90,TRUE,53.1555035
2016,"New York","democrat","Hillary Rodham Clinton",2016-08-30,10,70,FALSE,52.07756375
2016,"New York","democrat","Hillary Rodham Clinton",2016-09-15,8,54,FALSE,50.99719875
2016,"New York","democrat","Hillary Rodham Clinton",2016-09-23,7,46,FALSE,50.6169070833333
2016,"New York","democrat","Hillary Rodham Clinton",2016-10-17,3,22,FALSE,51.3066025
2016,"New York","democrat","Hillary Rodham Clinton",2016-10-25,2,14,FALSE,52.79929
2016,"New York","democrat","Hillary Rodham Clinton",2016-10-26,2,13,FALSE,52.69538
2016,"New York","democrat","Hillary Rodham Clinton",2016-10-28,2,11,FALSE,52.89168
2016,"New York","democrat","Hillary Rodham Clinton",2016-10-29,1,10,FALSE,52.678865
2016,"New York","democrat","Hillary Rodham Clinton",2016-10-31,1,8,FALSE,52.57126
2016,"New York","democrat","Hillary Rodham Clinton",2016-11-01,1,7,FALSE,53.01069
2016,"New York","democrat","Hillary Rodham Clinton",2016-11-02,1,6,FALSE,53.27753
2016,"New York","democrat","Hillary Rodham Clinton",2016-11-03,1,5,FALSE,53.23414
2016,"New York","democrat","Hillary Rodham Clinton",2016-11-04,1,4,FALSE,53.182295
2016,"New York","democrat","Hillary Rodham Clinton",2016-11-06,0,2,FALSE,54.2038666666667
2016,"New York","republican","Donald Trump",2016-03-03,36,250,TRUE,35.2052630769231
2016,"New York","republican","Donald Trump",2016-03-16,34,237,TRUE,35.59251
2016,"New York","republican","Donald Trump",2016-03-29,32,224,TRUE,35.3050044444444
2016,"New York","republican","Donald Trump",2016-04-07,31,215,TRUE,35.9024766666667
2016,"New York","republican","Donald Trump",2016-04-10,30,212,TRUE,35.7649228571429
2016,"New York","republican","Donald Trump",2016-04-17,29,205,TRUE,35.76048
2016,"New York","republican","Donald Trump",2016-04-27,28,195,TRUE,35.0729262068966
2016,"New York","republican","Donald Trump",2016-05-26,24,166,TRUE,34.9645696969697
2016,"New York","republican","Donald Trump",2016-06-28,19,133,TRUE,34.9379305263158
2016,"New York","republican","Donald Trump",2016-07-17,16,114,TRUE,35.0626340909091
2016,"New York","republican","Donald Trump",2016-08-08,13,92,TRUE,35.2131
2016,"New York","republican","Donald Trump",2016-08-10,13,90,TRUE,34.464161
2016,"New York","republican","Donald Trump",2016-08-30,10,70,FALSE,33.9199425
2016,"New York","republican","Donald Trump",2016-09-15,8,54,FALSE,32.50970875
2016,"New York","republican","Donald Trump",2016-09-23,7,46,FALSE,32.2272508333333
2016,"New York","republican","Donald Trump",2016-10-17,3,22,FALSE,32.218825
2016,"New York","republican","Donald Trump",2016-10-25,2,14,FALSE,31.72993
2016,"New York","republican","Donald Trump",2016-10-26,2,13,FALSE,31.915045
2016,"New York","republican","Donald Trump",2016-10-28,2,11,FALSE,31.94687
2016,"New York","republican","Donald Trump",2016-10-29,1,10,FALSE,32.4232866666667
2016,"New York","republican","Donald Trump",2016-11-01,1,7,FALSE,32.48733
2016,"New York","republican","Donald Trump",2016-11-02,1,6,FALSE,32.35273
2016,"New York","republican","Donald Trump",2016-11-03,1,5,FALSE,32.36695
2016,"New York","republican","Donald Trump",2016-11-04,1,4,FALSE,33.828045
2016,"New York","republican","Donald Trump",2016-11-06,0,2,FALSE,34.7508966666667
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-02-19,38,263,TRUE,44.4219571428571
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-03-10,35,243,TRUE,43.790459
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-03-20,33,233,TRUE,43.9197696153846
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-04-15,30,207,TRUE,44.0790911111111
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-04-24,28,198,TRUE,44.15397
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-04-25,28,197,TRUE,44.9620262962963
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-05-22,24,170,TRUE,44.23691
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-05-23,24,169,TRUE,42.7075161538462
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-06-18,20,143,TRUE,42.45398
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-06-21,20,140,TRUE,43.123995
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-06-23,20,138,TRUE,43.18254
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-06-24,20,137,TRUE,43.4605147058824
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-07-11,17,120,TRUE,43.1621104545455
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-08-02,14,98,TRUE,43.140984
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-08-07,13,93,TRUE,43.1837833333333
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-08-10,13,90,TRUE,43.5450914285714
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-08-17,12,83,TRUE,42.968385
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-08-23,11,77,TRUE,43.3195825
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-08-27,10,73,TRUE,43.825045
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-08-29,10,71,FALSE,43.746275
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-02,10,67,FALSE,44.084064
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-07,9,62,FALSE,43.426844
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-12,8,57,FALSE,43.2726925
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-16,8,53,FALSE,43.0956466666667
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-19,7,50,FALSE,42.85629
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-20,7,49,FALSE,42.62808
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-22,7,47,FALSE,42.36762
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-23,7,46,FALSE,42.525798
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-28,6,41,FALSE,42.61374
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-09-30,6,39,FALSE,42.71951
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-02,5,37,FALSE,43.29302
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-03,5,36,FALSE,43.46423
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-06,5,33,FALSE,43.6189316666667
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-12,4,27,FALSE,44.1242933333333
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-15,3,24,FALSE,44.77858
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-16,3,23,FALSE,45.13516
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-17,3,22,FALSE,45.12958
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-18,3,21,FALSE,44.85137
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-20,3,19,FALSE,45.207825
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-22,2,17,FALSE,45.58577
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-23,2,16,FALSE,45.757245
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-26,2,13,FALSE,46.43229
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-27,2,12,FALSE,46.27296
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-28,2,11,FALSE,46.30215
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-10-30,1,9,FALSE,46.28131
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-11-01,1,7,FALSE,46.47805
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-11-02,1,6,FALSE,46.55496
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-11-04,1,4,FALSE,46.50952
2016,"North Carolina","democrat","Hillary Rodham Clinton",2016-11-06,0,2,FALSE,46.4473833333333
2016,"North Carolina","republican","Donald Trump",2016-02-19,38,263,TRUE,44.2680371428571
2016,"North Carolina","republican","Donald Trump",2016-03-10,35,243,TRUE,45.686471
2016,"North Carolina","republican","Donald Trump",2016-03-20,33,233,TRUE,44.9543957692308
2016,"North Carolina","republican","Donald Trump",2016-04-15,30,207,TRUE,44.5640833333333
2016,"North Carolina","republican","Donald Trump",2016-04-24,28,198,TRUE,44.7103
2016,"North Carolina","republican","Donald Trump",2016-04-25,28,197,TRUE,43.7731751851852
2016,"North Carolina","republican","Donald Trump",2016-05-22,24,170,TRUE,43.89096
2016,"North Carolina","republican","Donald Trump",2016-05-23,24,169,TRUE,43.0325046153846
2016,"North Carolina","republican","Donald Trump",2016-06-18,20,143,TRUE,43.31182
2016,"North Carolina","republican","Donald Trump",2016-06-20,20,141,TRUE,42.7436
2016,"North Carolina","republican","Donald Trump",2016-06-21,20,140,TRUE,41.8308
2016,"North Carolina","republican","Donald Trump",2016-06-23,20,138,TRUE,40.93145
2016,"North Carolina","republican","Donald Trump",2016-06-24,20,137,TRUE,41.1962705882353
2016,"North Carolina","republican","Donald Trump",2016-07-11,17,120,TRUE,40.262225
2016,"North Carolina","republican","Donald Trump",2016-08-02,14,98,TRUE,41.89754
2016,"North Carolina","republican","Donald Trump",2016-08-07,13,93,TRUE,41.4371033333333
2016,"North Carolina","republican","Donald Trump",2016-08-10,13,90,TRUE,41.0277457142857
2016,"North Carolina","republican","Donald Trump",2016-08-17,12,83,TRUE,40.81592
2016,"North Carolina","republican","Donald Trump",2016-08-23,11,77,FALSE,41.7319975
2016,"North Carolina","republican","Donald Trump",2016-08-27,10,73,FALSE,41.97354
2016,"North Carolina","republican","Donald Trump",2016-08-29,10,71,FALSE,42.712205
2016,"North Carolina","republican","Donald Trump",2016-09-02,10,67,FALSE,42.546336
2016,"North Carolina","republican","Donald Trump",2016-09-07,9,62,FALSE,42.059684
2016,"North Carolina","republican","Donald Trump",2016-09-12,8,57,FALSE,42.19006
2016,"North Carolina","republican","Donald Trump",2016-09-16,8,53,FALSE,42.7345033333333
2016,"North Carolina","republican","Donald Trump",2016-09-19,7,50,FALSE,42.22812
2016,"North Carolina","republican","Donald Trump",2016-09-20,7,49,FALSE,42.698265
2016,"North Carolina","republican","Donald Trump",2016-09-22,7,47,FALSE,42.44381
2016,"North Carolina","republican","Donald Trump",2016-09-23,7,46,FALSE,42.34255
2016,"North Carolina","republican","Donald Trump",2016-09-28,6,41,FALSE,42.02461
2016,"North Carolina","republican","Donald Trump",2016-09-30,6,39,FALSE,41.690295
2016,"North Carolina","republican","Donald Trump",2016-10-02,5,37,FALSE,42.09966
2016,"North Carolina","republican","Donald Trump",2016-10-03,5,36,FALSE,42.12276
2016,"North Carolina","republican","Donald Trump",2016-10-06,5,33,FALSE,42.0752166666667
2016,"North Carolina","republican","Donald Trump",2016-10-12,4,27,FALSE,42.0600133333333
2016,"North Carolina","republican","Donald Trump",2016-10-15,3,24,FALSE,42.53255
2016,"North Carolina","republican","Donald Trump",2016-10-16,3,23,FALSE,42.27967
2016,"North Carolina","republican","Donald Trump",2016-10-17,3,22,FALSE,42.32871
2016,"North Carolina","republican","Donald Trump",2016-10-18,3,21,FALSE,42.28004
2016,"North Carolina","republican","Donald Trump",2016-10-20,3,19,FALSE,42.42305
2016,"North Carolina","republican","Donald Trump",2016-10-22,2,17,FALSE,42.7504233333333
2016,"North Carolina","republican","Donald Trump",2016-10-23,2,16,FALSE,42.83238
2016,"North Carolina","republican","Donald Trump",2016-10-26,2,13,FALSE,43.27523
2016,"North Carolina","republican","Donald Trump",2016-10-27,2,12,FALSE,43.41069
2016,"North Carolina","republican","Donald Trump",2016-10-30,1,9,FALSE,43.67243
2016,"North Carolina","republican","Donald Trump",2016-10-31,1,8,FALSE,44.24781
2016,"North Carolina","republican","Donald Trump",2016-11-01,1,7,FALSE,44.61089
2016,"North Carolina","republican","Donald Trump",2016-11-02,1,6,FALSE,44.791695
2016,"North Carolina","republican","Donald Trump",2016-11-04,1,4,FALSE,44.97164
2016,"North Carolina","republican","Donald Trump",2016-11-06,0,2,FALSE,45.3039366666667
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-09-01,10,68,FALSE,27.325024375
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-09-17,7,52,FALSE,29.8845881578947
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-10-25,2,14,FALSE,30.71538
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-10-26,2,13,FALSE,30.51824
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-10-28,2,11,FALSE,30.468635
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-10-30,1,9,FALSE,30.73577
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-10-31,1,8,FALSE,30.42803
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-11-01,1,7,FALSE,30.71559
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-11-02,1,6,FALSE,30.42723
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-11-03,1,5,FALSE,29.74802
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-11-04,1,4,FALSE,29.61447
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-11-06,0,2,FALSE,29.37411
2016,"North Dakota","democrat","Hillary Rodham Clinton",2016-11-07,0,1,FALSE,29.20324
2016,"North Dakota","republican","Donald Trump",2016-09-01,10,68,FALSE,53.15029875
2016,"North Dakota","republican","Donald Trump",2016-09-17,7,52,FALSE,47.6334307894737
2016,"North Dakota","republican","Donald Trump",2016-10-25,2,14,FALSE,47.34004
2016,"North Dakota","republican","Donald Trump",2016-10-26,2,13,FALSE,49.353595
2016,"North Dakota","republican","Donald Trump",2016-10-28,2,11,FALSE,50.54449
2016,"North Dakota","republican","Donald Trump",2016-10-30,1,9,FALSE,51.3863
2016,"North Dakota","republican","Donald Trump",2016-10-31,1,8,FALSE,51.00831
2016,"North Dakota","republican","Donald Trump",2016-11-01,1,7,FALSE,51.5121
2016,"North Dakota","republican","Donald Trump",2016-11-02,1,6,FALSE,52.10024
2016,"North Dakota","republican","Donald Trump",2016-11-03,1,5,FALSE,52.76341
2016,"North Dakota","republican","Donald Trump",2016-11-04,1,4,FALSE,53.583105
2016,"North Dakota","republican","Donald Trump",2016-11-06,0,2,FALSE,54.88993
2016,"North Dakota","republican","Donald Trump",2016-11-07,0,1,FALSE,55.41327
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-02-20,37,262,TRUE,40.64635
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-03-06,35,247,TRUE,44.85826
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-03-10,35,243,TRUE,45.9407752083333
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-04-27,28,195,TRUE,45.5670563636364
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-05-08,26,184,TRUE,44.1838663636364
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-05-19,25,173,TRUE,44.2143433333333
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-05-22,24,170,TRUE,43.4852233333333
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-06-18,20,143,TRUE,43.278605
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-06-20,20,141,TRUE,41.66294
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-06-22,20,139,TRUE,41.526
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-06-23,20,138,TRUE,41.944088
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-06-28,19,133,TRUE,43.4426658333333
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-07-10,17,121,TRUE,41.41089
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-07-15,17,116,TRUE,41.816042
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-07-20,16,111,TRUE,41.9267725
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-07-24,15,107,TRUE,41.2542642857143
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-08-07,13,93,TRUE,41.83816
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-08-17,12,83,TRUE,42.032755
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-08-19,12,81,TRUE,42.56639
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-08-21,11,79,TRUE,43.6248666666667
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-08-27,10,73,TRUE,43.5656754545455
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-09-07,9,62,FALSE,42.15905
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-09-09,9,60,FALSE,42.7493266666667
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-09-12,8,57,FALSE,41.79585
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-09-14,8,55,FALSE,41.473078
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-09-19,7,50,FALSE,41.0454
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-09-20,7,49,FALSE,40.50805
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-09-23,7,46,FALSE,40.5160322222222
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-02,5,37,FALSE,41.05353
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-04,5,35,FALSE,41.439265
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-06,5,33,FALSE,42.16049
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-10,4,29,FALSE,43.45343
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-11,4,28,FALSE,43.83665
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-12,4,27,FALSE,43.2803733333333
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-15,3,24,FALSE,43.5204833333333
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-16,3,23,FALSE,43.59259
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-19,3,20,FALSE,43.7803
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-20,3,19,FALSE,43.556535
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-22,2,17,FALSE,43.3362125
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-26,2,13,FALSE,43.18356
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-27,2,12,FALSE,43.54881
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-10-30,1,9,FALSE,43.67597
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-11-01,1,7,FALSE,43.52726
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-11-02,1,6,FALSE,43.65679
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-11-03,1,5,FALSE,43.0653
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-11-04,1,4,FALSE,43.14834
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-11-05,0,3,FALSE,42.7938
2016,"Ohio","democrat","Hillary Rodham Clinton",2016-11-06,0,2,FALSE,42.63316
2016,"Ohio","republican","Donald Trump",2016-02-20,37,262,TRUE,43.6279033333333
2016,"Ohio","republican","Donald Trump",2016-03-06,35,247,TRUE,43.449005
2016,"Ohio","republican","Donald Trump",2016-03-10,35,243,TRUE,43.7269270833333
2016,"Ohio","republican","Donald Trump",2016-04-27,28,195,TRUE,43.7035036363636
2016,"Ohio","republican","Donald Trump",2016-05-08,26,184,TRUE,43.9013472727273
2016,"Ohio","republican","Donald Trump",2016-05-19,25,173,TRUE,42.7506933333333
2016,"Ohio","republican","Donald Trump",2016-05-22,24,170,TRUE,41.5035988888889
2016,"Ohio","republican","Donald Trump",2016-06-18,20,143,TRUE,40.4641933333333
2016,"Ohio","republican","Donald Trump",2016-06-20,20,141,TRUE,39.155755
2016,"Ohio","republican","Donald Trump",2016-06-23,20,138,TRUE,38.55693
2016,"Ohio","republican","Donald Trump",2016-06-28,19,133,TRUE,40.9329425
2016,"Ohio","republican","Donald Trump",2016-07-10,17,121,TRUE,39.735996
2016,"Ohio","republican","Donald Trump",2016-07-15,17,116,TRUE,39.763918
2016,"Ohio","republican","Donald Trump",2016-07-20,16,111,TRUE,39.49027
2016,"Ohio","republican","Donald Trump",2016-07-24,15,107,TRUE,40.3080478571429
2016,"Ohio","republican","Donald Trump",2016-08-07,13,93,TRUE,39.821175
2016,"Ohio","republican","Donald Trump",2016-08-17,12,83,TRUE,39.778415
2016,"Ohio","republican","Donald Trump",2016-08-19,12,81,TRUE,39.907065
2016,"Ohio","republican","Donald Trump",2016-08-21,11,79,FALSE,39.4991916666667
2016,"Ohio","republican","Donald Trump",2016-08-27,10,73,FALSE,40.8234236363636
2016,"Ohio","republican","Donald Trump",2016-09-07,9,62,FALSE,41.02654
2016,"Ohio","republican","Donald Trump",2016-09-09,9,60,FALSE,40.6033166666667
