president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Voters,10/30/2020,7/2/2019,7/5/2019,HarrisX,C,3002,rv,.06074697,0,45,55,42.036061,53.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR3pKIbMJYylxn6hbQKu5kUA2FIiT988-NZL1agTCInGXzB9YTByfkFs-IeYS5l0ikPe0mx3IWOoEIC/pubhtml/sheet?headers=false&gid=0,58612,99053,7/7/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/3/2019,7/7/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07455137,0,50,49,45.843128,49.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58617,99077,7/8/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/3/2019,7/6/2019,HarrisX,C,3000,rv,.06128051,0,45,55,42.036061,53.739087,"",T,https://scottrasmussen.com/toplines/,58627,99097,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/4/2019,7/5/2019,YouGov,B,734,rv,.12107017,0,47,51,46.496912,50.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hlzl7td76d/tabs_Trump_Tweets_20190704.pdf,58629,99100,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/5/2019,7/6/2019,YouGov,B,734,rv,.12049442,0,45,53,44.496912,52.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uiqetf24jx/tabs_Trump_Tweets_20190705.pdf,58630,99102,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/4/2019,7/7/2019,HarrisX,C,3000,rv,.06183451,0,45,55,42.036061,53.739087,"",T,https://scottrasmussen.com/toplines/,58628,99098,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/3/2019,7/8/2019,Public Policy Polling,B,604,rv,.9781892,0,42,52,42.538117,51.703064,"","",https://www.publicpolicypolling.com/wp-content/uploads/2019/07/RapinoeTrumpResults.pdf,58626,99095,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/4/2019,7/8/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22231823,0,49,51,44.843128,51.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58625,99094,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/6/2019,7/8/2019,Emerson College,A-,1100,rv,1.5568441,0,44.2,47.9,43.539373,50.457397,"","",https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-extends-lead-in-democratic-primary-trump-closes-the-gap-in-the-general-election,58623,99084,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/6/2019,7/7/2019,YouGov,B,711,rv,.11622332,0,43,56,42.496912,55.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2m2hbe1h6e/tabs_Trump_Tweets_20190706.pdf,58631,99104,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/5/2019,7/8/2019,HarrisX,C,3006,rv,.06162931,0,45,55,42.036061,53.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRyB2x3miTxb3wBxDE8EQpq-Z8nLTwfL-jPVdCbr_cGPwymrKpoU44ZjIIridzvdpBpetNMPpYaWx-Y/pubhtml/sheet?headers=false&gid=0,58622,99083,7/8/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/7/2019,7/9/2019,YouGov,B,1140,rv,.18540489,0,43,53,42.496912,52.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/al25duedar/econTabReport.pdf,58637,99137,7/10/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/7/2019,7/9/2019,NBC News/The Wall Street Journal,A-,800,rv,1.3956257,0,45,52,44.416694,52.299254,"","",https://www.nbcnews.com/politics/meet-the-press/trump-trails-biden-warren-sanders-new-nbc-news-wall-street-n1029646,58646,99304,7/14/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/6/2019,7/9/2019,HarrisX,C,3006,rv,.06125684,0,45,55,42.036061,53.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSOVdIjZYGD7uHi4aclUTzvdKQUk93CDrEZjr_VrjcHu_-A7O-LNQPyUBJiFGrB0MemXCKWa0DH0Wqj/pubhtml/sheet?headers=false&gid=0,58633,99131,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/7/2019,7/9/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12338795,0,49,50,44.843128,50.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58635,99134,7/10/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/7/2019,7/8/2019,YouGov,B,759,rv,.12344063,0,45,53,44.496912,52.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fw120yze6k/tabs_Trump_Tweets_20190707.pdf,58632,99106,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/8/2019,7/9/2019,HarrisX,C,1001,rv,.08111079,0,47,53,44.036061,51.739087,"","",https://thehill.com/hilltv/what-americas-thinking/452448-trump-approval-ticks-up-to-47-percent,58636,99135,7/10/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/8/2019,7/10/2019,Morning Consult,B/C,1988,rv,.46202004,0,41,56,41.242783,56.497647,"","",https://morningconsult.com/wp-content/uploads/2019/07/190710_crosstabs_HEALTHCARE_RVs_v2-1.pdf,58649,99292,7/11/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/5/2019,7/12/2019,HarrisX,C,7009,rv,.2839688,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSUCS40xJONRaSpMpeY6oDUPfO0qxeXH-K4rA6ziIBsghY4OLYVhf_IdtWo_EmYHW7vvDtOA4wHtn6W/pubhtml/sheet?headers=false&gid=0,58654,99299,7/13/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/8/2019,7/9/2019,YouGov,B,794,rv,.12972987,0,45,53,44.496912,52.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/i4vnk5jzw1/tabs_Trump_Tweets_20190708.pdf,58639,99140,7/10/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/8/2019,7/10/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12387924,0,48,51,43.843128,51.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58640,99221,7/11/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/8/2019,7/9/2019,Ipsos,B-,971,rv,.44944846,0,43,55,43.530525,52.908705,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2019-07/2019_reuters_tracking_-_core_political_party_strength_matchups_07_10_2019.pdf,58634,99133,7/9/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/2/2019,7/16/2019,SurveyMonkey,D-,13553,rv,.68117492,0,48,51,45.833243,49.45647,"","",https://www.documentcloud.org/documents/6206543-NBC-News-SurveyMonkey-National-Poll-Toplines.html,58689,99472,7/19/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/7/2019,7/10/2019,HarrisX,C,3005,rv,.06087361,0,45,55,42.036061,53.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQnUuaH1SoyUGoygDs7QDaLeSFpmYYhIq-SThpPEDIzPNGhmHMEvl8YBRK0VvHBPJVUYlwS26tbNXGn/pubhtml/sheet?headers=false&gid=0,58638,99138,7/10/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/9/2019,7/10/2019,YouGov,B,762,rv,.12514634,0,45,52,44.496912,51.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6h8moi2zrz/tabs_Trump_Tweets_20190709.pdf,58641,99223,7/11/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/8/2019,7/11/2019,HarrisX,C,3003,rv,0,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRl1ewKeZe1yH9P--V_KqVhOueDAFA5ONtvzRJI6-wPTacnUAPxIPa2DBAxTUbKVh9CTx8z1oMUyhoS/pubhtml/sheet?headers=false&gid=0,58647,99290,7/11/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/9/2019,7/11/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12412749,0,46,52,41.843128,52.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58651,99296,7/12/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/9/2019,7/12/2019,HarrisX,C,3002,rv,.06304868,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRRzQNOfohoAasiQ8CHDD6nIbquyy2ZVYgUES8Wtw3auxlXr_o1kFyzTmfu2LBpq77NP2amFugKtFwS/pubhtml/sheet?headers=false&gid=0,58653,99298,7/12/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/11/2019,7/11/2019,YouGov,B,761,rv,.1256982,0,49,48,48.496912,47.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/l69si61xzl/tabs_Trump_Tweets_20190710.pdf,58650,99294,7/12/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/10/2019,7/13/2019,HarrisX,C,3000,rv,.06379084,0,47,53,44.036061,51.739087,"",T,https://scottrasmussen.com/toplines/,58668,99334,7/16/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/11/2019,7/12/2019,YouGov,B,705,rv,.11651934,0,44,51,43.496912,50.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/87k2lebi6q/tabs_Trump_Tweets_20190711.pdf,58655,99301,7/13/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/10/2019,7/14/2019,GBAO,B/C,1200,rv,1.3673043,0,42,57,42.53882,54.921287,"","",https://cdn.americanprogress.org/content/uploads/2019/07/29142002/FP-condensed.pdf,58779,100057,7/31/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/10/2019,7/14/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07455137,0,46,52,41.843128,52.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58659,99314,7/15/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/11/2019,7/14/2019,HarrisX,C,3000,rv,.06361409,0,47,53,44.036061,51.739087,"",T,https://scottrasmussen.com/toplines/,58669,99335,7/16/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/11/2019,7/14/2019,Global Strategy Group/GBAO (Navigator Research),"",1122,rv,.87338707,0,43,56,44.375334,53.445819,"","",https://navigatorresearch.org/wp-content/uploads/2019/08/Navigator-July-Tracker-Topline-F8.2.19.pdf,58739,99777,7/26/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/11/2019,7/15/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.22026521,0,48,50,43.843128,50.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58667,99333,7/16/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/12/2019,7/14/2019,Morning Consult,B/C,1984,rv,.41434444,0,40,56,40.242783,56.497647,"","",https://morningconsult.com/wp-content/uploads/2019/07/190719_crosstabs_POLITICO_RVs_v2_JB.pdf,58672,99365,7/16/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/12/2019,7/13/2019,YouGov,B,717,rv,.11785233,0,45,53,44.496912,52.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bm8rsghe2c/tabs_Trump_Tweets_20190712.pdf,58656,99306,7/14/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/12/2019,7/15/2019,HarrisX,C,3003,rv,.06367301,0,47,53,44.036061,51.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQMxULzwQxKgbL7tTJh_rqGo1CGjjDNkB-Z14kRe9d4CM6h-m3H3xTF7auJig1lavFTUV0ikfJn2S44/pubhtml/sheet?headers=false&gid=0,58663,99318,7/15/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/13/2019,7/14/2019,YouGov,B,752,rv,.12289904,0,43,54,42.496912,53.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ceef98x1yo/tabs_Trump_Tweets_20190713.pdf,58657,99312,7/15/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/14/2019,7/15/2019,YouGov,B,770,rv,.12514469,0,46,52,45.496912,51.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/sb6v1l7zdd/tabs_Trump_Tweets_20190714.pdf,58665,99330,7/16/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/14/2019,7/16/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12169848,0,50,48,45.843128,48.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58678,99381,7/17/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/14/2019,7/16/2019,YouGov,B,1149,rv,.18674188,0,46,51,45.496912,50.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xj7rpmvws8/econTabReport.pdf,58677,99376,7/17/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/13/2019,7/16/2019,HarrisX,C,3000,rv,.06361299,0,47,53,44.036061,51.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQhoSdw_4uck1vHdPMew5Zcw28G3PidCmadPckg4yaMT8Iww_DU9sIgG7rYc-KtW0-UEjUqniJs-Rbr/pubhtml/sheet?headers=false&gid=0,58673,99369,7/16/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/14/2019,7/17/2019,HarrisX,C,3003,rv,.06368027,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/a/fivethirtyeight.com/spreadsheets/d/e/2PACX-1vRvQwslZNuO-PXkm_LDB57QCcSBdhfA8IEYGgGnGCDAD1KvzTCM4VdhShAL0rhl2eqfEBcaXcVP1d5x/pubhtml/sheet?headers=false&gid=0,58683,99464,7/17/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/15/2019,7/17/2019,Marist College,A+,1175,rv,2.2401834,0,44,52,44.865263,52.378117,"","",http://maristpoll.marist.edu/wp-content/uploads/2019/07/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_1907190926.pdf,58707,99529,7/22/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/15/2019,7/17/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1221651,0,49,49,44.843128,49.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58686,99469,7/18/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/15/2019,7/16/2019,YouGov,B,769,rv,.12556831,0,45,52,44.496912,51.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7d89u7jzlm/tabs_Trump_Tweets_20190715.pdf,58675,99372,7/16/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/15/2019,7/16/2019,Ipsos,B-,954,rv,.30777971,0,44,54,44.530525,51.908705,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2019-07/2019_reuters_tracking_-_core_political_congressional_approval_tracker_07_17_2019.pdf,58674,99457,7/17/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/15/2019,7/18/2019,HarrisX,C,3003,rv,.06340066,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vT7Hel8sJr07qRglHPnJVlPRt09PWRdAxMqaypvl1flvzkP-ntLSzAEpKlIBtzbzVTbTVJP-WnJ9ND2/pubhtml/sheet?headers=false&gid=0,58688,99471,7/18/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/16/2019,7/17/2019,YouGov,B,731,rv,.11999304,0,44,54,43.496912,53.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5ixzcqz1wj/tabs_Trump_Tweets_20190716.pdf,58685,99467,7/18/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/16/2019,7/18/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12240081,0,50,48,45.843128,48.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58696,99486,7/19/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/17/2019,7/18/2019,YouGov,B,725,rv,.11962113,0,45,53,44.496912,52.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x6tdh2bfle/tabs_Trump_Tweets_20190717.pdf,58690,99474,7/19/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/16/2019,7/19/2019,HarrisX,C,3000,rv,.06308237,0,48,52,45.036061,50.739087,"",T,https://scottrasmussen.com/toplines/,58704,99524,7/22/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/17/2019,7/21/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07351157,0,49,49,44.843128,49.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58705,99526,7/22/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/17/2019,7/20/2019,HarrisX,C,3000,rv,.06283268,0,48,52,45.036061,50.739087,"",T,https://scottrasmussen.com/toplines/,58718,99612,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/17/2019,7/20/2019,American Research Group,B,992,rv,1.3157391,0,40,58,43.209767,54.516993,"","",https://americanresearchgroup.com/economy/,58714,103046,9/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/16/2019,7/22/2019,Ipsos,B-,3879,rv,1.148108,0,44,54,44.530525,51.908705,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2019-08/topline_reuters_race_poll_08_19_2019_with_write_up.pdf,58922,100704,8/19/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/18/2019,7/19/2019,YouGov,B,769,rv,.12686661,0,44,54,43.496912,53.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/99phi78lcx/tabs_Trump_Tweets_20190718.pdf,58709,99553,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/19/2019,7/20/2019,YouGov,B,727,rv,.11934203,0,42,56,41.496912,55.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vki73wrgsj/tabs_Trump_Tweets_20190719.pdf,58710,99555,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/18/2019,7/22/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21926618,0,50,49,45.843128,49.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58715,99607,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/19/2019,7/21/2019,Morning Consult,B/C,1992,rv,.29919309,0,40,57,40.242783,57.497647,"","",https://morningconsult.com/wp-content/uploads/2019/07/190734_crosstabs_POLITICO_RVs_v1.pdf,58722,99626,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/18/2019,7/21/2019,HarrisX,C,3000,rv,.06156068,0,47,53,44.036061,51.739087,"",T,https://scottrasmussen.com/toplines/,58719,99613,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/19/2019,7/22/2019,HarrisX,C,3004,rv,.05952577,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTqvtJcIyCcP6vI4yLWjU_OaYqdV9O2mu0qDd1BXmCOv_yLag6e76sCC6pVz8VtZDzMaIfVebFg8zjR/pubhtml/sheet?headers=false&gid=0,58708,99551,7/22/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/20/2019,7/21/2019,YouGov,B,711,rv,.11609858,0,45,54,44.496912,53.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/v03jltp0lu/tabs_Trump_Tweets_20190720.pdf,58711,99557,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/20/2019,7/21/2019,HarrisX,C,1003,rv,.0794998,0,46,54,43.036061,52.739087,"","",https://thehill.com/hilltv/what-americas-thinking/454574-trump-approval-rating-drops-among-minorities-after-go-back,58728,99725,7/24/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/21/2019,7/23/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12169848,0,48,50,43.843128,50.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58727,99724,7/24/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/20/2019,7/23/2019,HarrisX,C,3015,rv,.05799902,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSW2NY6VEHv62Dbu8OJ8gQ5II0mamqbVmVLX0zsgifrQR3xUDiRH4GDdXE7ioSOQgOyuJBmjiL15XKY/pubhtml/sheet?headers=false&gid=0,58724,99636,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/21/2019,7/22/2019,YouGov,B,756,rv,.12275575,0,42,56,41.496912,55.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5qit5lgxp6/tabs_Trump_Tweets_20190721.pdf,58712,99559,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/21/2019,7/23/2019,Fox News,A-,1004,rv,1.6776767,0,46,51,44.804791,51.08085,"","",https://www.foxnews.com/politics/fox-news-poll-7-24,58731,99729,7/24/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/21/2019,7/23/2019,YouGov,B,1212,rv,.1967989,0,45,52,44.496912,51.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n0eqovafro/econTabReport.pdf,58726,99644,7/24/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/22/2019,7/24/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12197515,0,48,51,43.843128,51.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58734,99740,7/25/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/21/2019,7/24/2019,HarrisX,C,3012,rv,.05633253,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR_kQ2_m0e6klMMGN4Q0kKcXdq6VjyqYZas2LgzybyhM4JxmUPhQZBz-xjPr6t5CZqyBBFi2USpmnvf/pubhtml/sheet?headers=false&gid=0,58730,99728,7/24/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/22/2019,7/23/2019,YouGov,B,770,rv,.12563216,0,44,53,43.496912,52.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wfnlq3qleb/tabs_Trump_Tweets_20190722.pdf,58725,99641,7/23/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/18/2019,7/28/2019,GQR Research,B,1700,rv,1.7244596,0,42,54,41.771821,53.23755,"","",https://democracycorps.com/wp-content/uploads/2019/08/Dcorps_July-National-Poll-072819-FQ-1.pdf,58826,100199,8/6/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/22/2019,7/23/2019,Ipsos,B-,963,rv,.3217486,0,42,57,42.530525,54.908705,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2019-07/reuters-core-political-presidential-approval-tracker_-072419.pdf,58729,99727,7/24/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/19/2019,7/26/2019,HarrisX,C,7016,rv,.26243626,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRD0A6iZC-j3oMIXBqCVyBe4nRyEDjjTBMmMgXy3RokATE79iF_u1DIOQKTCsB1vvtP6JLZSjuSWvKA/pubhtml/sheet?headers=false&gid=0,58742,99780,7/27/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/23/2019,7/25/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12211665,0,47,51,42.843128,51.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58738,99776,7/26/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/23/2019,7/24/2019,YouGov,B,747,rv,.12253079,0,44,54,43.496912,53.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/z4rq3fsbc9/tabs_Trump_Tweets_20190723.pdf,58732,99731,7/25/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/22/2019,7/25/2019,HarrisX,C,3012,rv,0,0,45,55,42.036061,53.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSYK_Nw5rvS5z4bgc3KSpQPbcNBsQwRivWjbiMSjDjr66MinB3cWY39hRslzOVoJs-6F1uffsmL6s5Q/pubhtml/sheet?headers=false&gid=0,58736,99772,7/25/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/23/2019,7/26/2019,HarrisX,C,3001,rv,.05570415,0,46,54,43.036061,52.739087,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ40YdSR8ndJH4R3PrDmC0nEMCkGDhF9qXbvUMGyIPbLxAIw_wZfSxiNSJGGV_HZ9bENAiQd4lgAF5W/pubhtml/sheet?headers=false&gid=0,58741,99779,7/26/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/25/2019,7/25/2019,Morning Consult,B/C,1992,rv,.20635332,0,41,57,41.242783,57.497647,"","",https://morningconsult.com/wp-content/uploads/2019/07/190743_crosstabs_POLITICO_RVs_v1_JB.pdf,58740,99778,7/26/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/24/2019,7/25/2019,YouGov,B,763,rv,.1258659,0,43,55,42.496912,54.284358,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3o6269tapc/tabs_Trump_Tweets_20190724.pdf,58737,99774,7/26/2019,19:42:06 30 Oct 2020
Donald Trump,Voters,10/30/2020,7/24/2019,7/28/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07334107,0,47,52,42.843128,52.889005,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,58750,99809,7/29/2019,19:42:06 30 Oct 2020
